tanggal_pencairan,jenis_pinjaman,status_peminjam,jumlah_pinjaman,total_pengembalian,durasi_hari,porsi_pengembalian_lender,status_gagal_bayar
8618,0.0245301577169117,0.04278439516757396,47000.0,49000.0,7.0,15000.0,0
8652,0.0245301577169117,0.04278439516757396,721000.0,721000.0,7.0,216000.0,0
8643,0.0245301577169117,0.04278439516757396,561000.0,561000.0,7.0,157000.0,0
8690,0.0245301577169117,0.04278439516757396,2758000.0,2835000.0,7.0,850000.0,0
8637,0.0245301577169117,0.04278439516757396,377000.0,377000.0,7.0,0.0,0
8616,0.0245301577169117,0.04278439516757396,244000.0,251000.0,7.0,75000.0,0
8607,0.0245301577169117,0.04278439516757396,656000.0,656000.0,7.0,196000.0,0
8678,0.0245301577169117,0.04278439516757396,503000.0,503000.0,7.0,27000.0,0
8663,0.0245301577169117,0.04278439516757396,2032000.0,2095000.0,7.0,0.0,0
8634,0.0245301577169117,0.04278439516757396,1408000.0,1408000.0,7.0,0.0,0
8678,0.0245301577169117,0.04278439516757396,5502000.0,5502000.0,7.0,1650000.0,0
8616,0.0245301577169117,0.04278439516757396,320000.0,322000.0,7.0,96000.0,0
8645,0.0245301577169117,0.04278439516757396,1854000.0,1876000.0,7.0,198000.0,0
8659,0.0245301577169117,0.04278439516757396,764000.0,788000.0,7.0,13000.0,0
8604,0.0245301577169117,0.04278439516757396,1566000.0,1566000.0,7.0,469000.0,0
8722,0.0245301577169117,0.04278439516757396,103000.0,107000.0,7.0,32000.0,0
8672,0.0245301577169117,0.04278439516757396,861000.0,869000.0,7.0,260000.0,0
8617,0.0245301577169117,0.04278439516757396,547000.0,547000.0,7.0,164000.0,0
8622,0.0245301577169117,0.04278439516757396,1068000.0,1068000.0,7.0,320000.0,0
8700,0.0245301577169117,0.04278439516757396,107000.0,111000.0,7.0,33000.0,0
8723,0.0245301577169117,0.04278439516757396,395000.0,399000.0,7.0,119000.0,0
8705,0.0245301577169117,0.04278439516757396,266000.0,268000.0,7.0,80000.0,0
8708,0.0245301577169117,0.04278439516757396,271000.0,271000.0,7.0,81000.0,0
8658,0.0245301577169117,0.04278439516757396,378000.0,378000.0,7.0,113000.0,0
8665,0.0245301577169117,0.04278439516757396,1145000.0,1166000.0,7.0,86000.0,0
8694,0.0245301577169117,0.04278439516757396,32000.0,32000.0,7.0,9000.0,0
8643,0.0245301577169117,0.04278439516757396,794000.0,803000.0,7.0,63000.0,0
9310,0.19724558736671377,0.04278439516757396,488000.0,505000.0,7.0,168000.0,0
8645,0.0245301577169117,0.04278439516757396,82000.0,82000.0,7.0,24000.0,0
8718,0.0245301577169117,0.04278439516757396,546000.0,561000.0,7.0,168000.0,0
8678,0.0245301577169117,0.04278439516757396,1790000.0,1801000.0,7.0,540000.0,0
8691,0.0245301577169117,0.04278439516757396,55000.0,58000.0,7.0,17000.0,0
8719,0.0245301577169117,0.04278439516757396,990000.0,996000.0,7.0,299000.0,0
8680,0.0245301577169117,0.04278439516757396,419000.0,425000.0,7.0,127000.0,0
9314,0.19724558736671377,0.04278439516757396,640000.0,662000.0,7.0,132000.0,0
8618,0.0245301577169117,0.04278439516757396,764000.0,764000.0,7.0,229000.0,0
8617,0.0245301577169117,0.04278439516757396,1302000.0,1342000.0,7.0,402000.0,0
8653,0.0245301577169117,0.04278439516757396,1044000.0,1073000.0,7.0,0.0,0
8628,0.0245301577169117,0.04278439516757396,448000.0,448000.0,7.0,134000.0,0
8667,0.0245301577169117,0.04278439516757396,1489000.0,1535000.0,7.0,0.0,0
8624,0.0245301577169117,0.04278439516757396,151000.0,156000.0,7.0,47000.0,0
8637,0.0245301577169117,0.04278439516757396,148000.0,231000.0,7.0,69000.0,1
8667,0.0245301577169117,0.04278439516757396,5308000.0,5308000.0,7.0,1592000.0,0
8602,0.0245301577169117,0.04278439516757396,268000.0,268000.0,7.0,80000.0,0
8699,0.0245301577169117,0.04278439516757396,618000.0,622000.0,7.0,0.0,0
8723,0.0245301577169117,0.04278439516757396,1422000.0,1466000.0,7.0,68000.0,0
8730,0.0245301577169117,0.04278439516757396,1002000.0,1005000.0,7.0,184000.0,0
9363,0.19724558736671377,0.04278439516757396,703000.0,728000.0,7.0,145000.0,0
8673,0.0245301577169117,0.04278439516757396,176000.0,282000.0,7.0,61000.0,1
8663,0.0245301577169117,0.04278439516757396,2431000.0,2431000.0,7.0,0.0,0
8628,0.0245301577169117,0.04278439516757396,1304000.0,1311000.0,7.0,393000.0,0
8602,0.0245301577169117,0.04278439516757396,667000.0,667000.0,7.0,200000.0,0
8467,0.20158321137682253,0.04278439516757396,590000.0,622000.0,7.0,99000.0,0
8511,0.20158321137682253,0.04278439516757396,1681000.0,1779000.0,14.0,284000.0,0
8613,0.0245301577169117,0.04278439516757396,872000.0,872000.0,7.0,261000.0,0
8729,0.0245301577169117,0.04278439516757396,1272000.0,1278000.0,7.0,74000.0,0
8630,0.0245301577169117,0.04278439516757396,321000.0,330000.0,7.0,99000.0,0
8709,0.0245301577169117,0.04278439516757396,193000.0,210000.0,7.0,63000.0,1
8609,0.0245301577169117,0.04278439516757396,3603000.0,3603000.0,7.0,1081000.0,0
8711,0.0245301577169117,0.04278439516757396,6639000.0,6841000.0,7.0,2052000.0,0
8642,0.0245301577169117,0.04278439516757396,1743000.0,1753000.0,7.0,526000.0,0
8702,0.0245301577169117,0.04278439516757396,1368000.0,1410000.0,7.0,423000.0,0
9339,0.19724558736671377,0.04278439516757396,625000.0,647000.0,7.0,129000.0,0
8681,0.0245301577169117,0.04278439516757396,100000.0,104000.0,7.0,31000.0,0
8594,0.0245301577169117,0.04278439516757396,888000.0,893000.0,7.0,268000.0,0
8666,0.0245301577169117,0.04278439516757396,378000.0,391000.0,7.0,117000.0,0
8667,0.0245301577169117,0.04278439516757396,105000.0,109000.0,7.0,32000.0,0
8614,0.0245301577169117,0.04278439516757396,2466000.0,2496000.0,7.0,749000.0,0
8720,0.0245301577169117,0.04278439516757396,93000.0,93000.0,7.0,27000.0,0
8719,0.0245301577169117,0.04278439516757396,504000.0,509000.0,7.0,0.0,0
8676,0.0245301577169117,0.04278439516757396,63000.0,63000.0,7.0,0.0,0
8663,0.0245301577169117,0.04278439516757396,759000.0,759000.0,7.0,227000.0,0
8685,0.0245301577169117,0.04278439516757396,5822000.0,5822000.0,7.0,0.0,0
8730,0.0245301577169117,0.04278439516757396,809000.0,819000.0,7.0,0.0,0
8658,0.0245301577169117,0.04278439516757396,781000.0,788000.0,7.0,236000.0,0
8617,0.0245301577169117,0.04278439516757396,197000.0,202000.0,7.0,60000.0,0
8652,0.0245301577169117,0.04278439516757396,714000.0,717000.0,7.0,215000.0,0
8662,0.0245301577169117,0.04278439516757396,1316000.0,1316000.0,7.0,394000.0,0
8670,0.0245301577169117,0.04278439516757396,432000.0,432000.0,7.0,0.0,0
8692,0.0245301577169117,0.04278439516757396,168000.0,169000.0,7.0,51000.0,0
8695,0.0245301577169117,0.04278439516757396,2605000.0,2605000.0,7.0,781000.0,0
8622,0.0245301577169117,0.04278439516757396,855000.0,871000.0,7.0,263000.0,0
8730,0.0245301577169117,0.04278439516757396,90000.0,95000.0,7.0,0.0,0
8692,0.0245301577169117,0.04278439516757396,126000.0,126000.0,7.0,38000.0,0
8638,0.0245301577169117,0.04278439516757396,1098000.0,1104000.0,7.0,331000.0,0
8630,0.0245301577169117,0.04278439516757396,1625000.0,1675000.0,7.0,502000.0,0
8718,0.0245301577169117,0.04278439516757396,1188000.0,1225000.0,7.0,1000.0,0
8687,0.0245301577169117,0.04278439516757396,2283000.0,2283000.0,7.0,375000.0,0
8688,0.0245301577169117,0.04278439516757396,1463000.0,1481000.0,7.0,73000.0,0
8627,0.0245301577169117,0.04278439516757396,1144000.0,1179000.0,7.0,353000.0,0
8604,0.0245301577169117,0.04278439516757396,412000.0,421000.0,7.0,126000.0,0
8664,0.0245301577169117,0.04278439516757396,3025000.0,3043000.0,7.0,913000.0,0
8677,0.0245301577169117,0.04278439516757396,93000.0,93000.0,7.0,0.0,0
8630,0.0245301577169117,0.04278439516757396,73000.0,76000.0,7.0,0.0,0
8604,0.0245301577169117,0.04278439516757396,198000.0,200000.0,7.0,60000.0,0
8700,0.0245301577169117,0.04278439516757396,163000.0,166000.0,7.0,49000.0,0
8614,0.0245301577169117,0.04278439516757396,584000.0,599000.0,7.0,180000.0,0
8732,0.0245301577169117,0.04278439516757396,985000.0,1027000.0,7.0,308000.0,0
8631,0.0245301577169117,0.04278439516757396,3092000.0,3092000.0,7.0,927000.0,0
8684,0.0245301577169117,0.04278439516757396,97000.0,98000.0,7.0,0.0,0
8642,0.0245301577169117,0.04278439516757396,729000.0,729000.0,7.0,0.0,0
8670,0.0245301577169117,0.04278439516757396,923000.0,951000.0,7.0,0.0,0
8643,0.0245301577169117,0.04278439516757396,248000.0,248000.0,7.0,0.0,0
8671,0.0245301577169117,0.04278439516757396,481000.0,483000.0,7.0,144000.0,0
8664,0.0245301577169117,0.04278439516757396,1250000.0,1288000.0,7.0,386000.0,0
8611,0.0245301577169117,0.04278439516757396,3537000.0,3644000.0,7.0,1093000.0,0
8608,0.0245301577169117,0.04278439516757396,649000.0,649000.0,7.0,194000.0,0
8616,0.0245301577169117,0.04278439516757396,90000.0,90000.0,7.0,27000.0,0
8695,0.0245301577169117,0.04278439516757396,1505000.0,1541000.0,7.0,462000.0,0
8728,0.0245301577169117,0.04278439516757396,116000.0,118000.0,7.0,35000.0,0
8719,0.0245301577169117,0.04278439516757396,439000.0,439000.0,7.0,131000.0,0
8666,0.0245301577169117,0.04278439516757396,369000.0,369000.0,7.0,110000.0,0
8721,0.0245301577169117,0.04278439516757396,599000.0,599000.0,7.0,0.0,0
8614,0.0245301577169117,0.04278439516757396,56000.0,58000.0,7.0,17000.0,0
8665,0.0245301577169117,0.04278439516757396,274000.0,336000.0,7.0,8000.0,0
8645,0.20158321137682253,0.04278439516757396,1463000.0,2502000.0,14.0,400000.0,1
8706,0.0245301577169117,0.04278439516757396,978000.0,1002000.0,7.0,83000.0,0
8614,0.0245301577169117,0.04278439516757396,832000.0,852000.0,7.0,255000.0,0
8648,0.0245301577169117,0.04278439516757396,109000.0,109000.0,7.0,0.0,0
8690,0.0245301577169117,0.04278439516757396,619000.0,628000.0,7.0,188000.0,0
8694,0.0245301577169117,0.04278439516757396,207000.0,214000.0,7.0,64000.0,0
8729,0.0245301577169117,0.04278439516757396,342000.0,342000.0,7.0,102000.0,0
8601,0.0245301577169117,0.04278439516757396,282000.0,290000.0,7.0,87000.0,0
8609,0.0245301577169117,0.04278439516757396,1385000.0,1387000.0,7.0,416000.0,0
8652,0.0245301577169117,0.04278439516757396,249000.0,249000.0,7.0,74000.0,0
8774,0.2692488288390421,0.04278439516757396,5654000.0,6502000.0,90.0,866000.0,0
8716,0.0245301577169117,0.04278439516757396,282000.0,282000.0,7.0,84000.0,0
9415,0.19724558736671377,0.04278439516757396,4765000.0,4932000.0,7.0,986000.0,0
8639,0.0245301577169117,0.04278439516757396,856000.0,856000.0,7.0,0.0,0
8634,0.0245301577169117,0.04278439516757396,573000.0,589000.0,7.0,176000.0,0
8681,0.0245301577169117,0.04278439516757396,3710000.0,3800000.0,7.0,34000.0,0
8653,0.0245301577169117,0.04278439516757396,113000.0,113000.0,7.0,0.0,0
8657,0.0245301577169117,0.04278439516757396,321000.0,326000.0,7.0,97000.0,0
8662,0.0245301577169117,0.04278439516757396,88000.0,88000.0,7.0,26000.0,0
8730,0.0245301577169117,0.04278439516757396,520000.0,521000.0,7.0,0.0,0
8644,0.0245301577169117,0.04278439516757396,1853000.0,1865000.0,7.0,559000.0,0
8622,0.0245301577169117,0.04278439516757396,315000.0,317000.0,7.0,95000.0,0
8660,0.0245301577169117,0.04278439516757396,340000.0,342000.0,7.0,0.0,0
8663,0.0245301577169117,0.04278439516757396,909000.0,909000.0,7.0,272000.0,0
8665,0.0245301577169117,0.04278439516757396,619000.0,619000.0,7.0,185000.0,0
8604,0.0245301577169117,0.04278439516757396,773000.0,773000.0,7.0,232000.0,0
8676,0.0245301577169117,0.04278439516757396,546000.0,546000.0,7.0,164000.0,0
8695,0.0245301577169117,0.04278439516757396,343000.0,348000.0,7.0,31000.0,0
8690,0.0245301577169117,0.04278439516757396,184000.0,184000.0,7.0,55000.0,0
8687,0.0245301577169117,0.04278439516757396,606000.0,621000.0,7.0,186000.0,0
8630,0.0245301577169117,0.04278439516757396,303000.0,303000.0,7.0,91000.0,0
8609,0.0245301577169117,0.04278439516757396,180000.0,180000.0,7.0,54000.0,0
8676,0.0245301577169117,0.04278439516757396,657000.0,661000.0,7.0,198000.0,0
8706,0.0245301577169117,0.04278439516757396,1654000.0,1654000.0,7.0,18000.0,0
8658,0.0245301577169117,0.04278439516757396,84000.0,88000.0,7.0,0.0,0
8618,0.0245301577169117,0.04278439516757396,1737000.0,1742000.0,7.0,522000.0,0
8606,0.0245301577169117,0.04278439516757396,3947000.0,5400000.0,7.0,1620000.0,1
8715,0.0245301577169117,0.04278439516757396,1187000.0,1195000.0,7.0,358000.0,0
8650,0.0245301577169117,0.04278439516757396,190000.0,196000.0,7.0,54000.0,0
8611,0.0245301577169117,0.04278439516757396,2072000.0,2107000.0,7.0,632000.0,0
8681,0.0245301577169117,0.04278439516757396,197000.0,197000.0,7.0,0.0,0
8608,0.0245301577169117,0.04278439516757396,620000.0,620000.0,7.0,186000.0,0
8648,0.0245301577169117,0.04278439516757396,832000.0,842000.0,7.0,42000.0,0
8670,0.0245301577169117,0.2503824743997135,272000.0,272000.0,7.0,0.0,0
8632,0.0245301577169117,0.04278439516757396,858000.0,863000.0,7.0,17000.0,0
9394,0.19724558736671377,0.04278439516757396,1218000.0,1260000.0,7.0,252000.0,0
8702,0.0245301577169117,0.04278439516757396,449000.0,452000.0,7.0,135000.0,0
8595,0.0245301577169117,0.04278439516757396,193000.0,193000.0,7.0,58000.0,0
9428,0.19724558736671377,0.04278439516757396,721000.0,747000.0,7.0,149000.0,0
8669,0.0245301577169117,0.04278439516757396,205000.0,208000.0,7.0,62000.0,0
8698,0.0245301577169117,0.04278439516757396,41000.0,41000.0,7.0,12000.0,0
8680,0.0245301577169117,0.04278439516757396,7654000.0,7839000.0,7.0,59000.0,0
8670,0.0245301577169117,0.04278439516757396,3830000.0,3876000.0,7.0,0.0,0
8695,0.0245301577169117,0.04278439516757396,583000.0,583000.0,7.0,175000.0,0
8601,0.0245301577169117,0.04278439516757396,454000.0,458000.0,7.0,137000.0,0
8634,0.0245301577169117,0.04278439516757396,833000.0,859000.0,7.0,257000.0,0
8595,0.0245301577169117,0.04278439516757396,896000.0,896000.0,7.0,268000.0,0
8686,0.0245301577169117,0.04278439516757396,54000.0,59000.0,7.0,17000.0,0
8669,0.0245301577169117,0.04278439516757396,69000.0,69000.0,7.0,20000.0,0
8673,0.0245301577169117,0.04278439516757396,541000.0,549000.0,7.0,164000.0,0
8611,0.0245301577169117,0.04278439516757396,7224000.0,7268000.0,7.0,2180000.0,0
8676,0.0245301577169117,0.04278439516757396,264000.0,266000.0,7.0,80000.0,0
8620,0.0245301577169117,0.04278439516757396,553000.0,604000.0,7.0,181000.0,0
8660,0.0245301577169117,0.04278439516757396,839000.0,851000.0,7.0,113000.0,0
8720,0.0245301577169117,0.04278439516757396,409000.0,412000.0,7.0,123000.0,0
8614,0.0245301577169117,0.04278439516757396,203000.0,203000.0,7.0,60000.0,0
8674,0.0245301577169117,0.04278439516757396,1034000.0,1044000.0,7.0,313000.0,0
8688,0.0245301577169117,0.04278439516757396,228000.0,228000.0,7.0,68000.0,0
9072,0.19724558736671377,0.04278439516757396,795000.0,811000.0,7.0,152000.0,0
8603,0.0245301577169117,0.04278439516757396,343000.0,345000.0,7.0,103000.0,0
9332,0.19724558736671377,0.04278439516757396,571000.0,591000.0,7.0,118000.0,0
8602,0.0245301577169117,0.04278439516757396,201000.0,212000.0,7.0,63000.0,0
8665,0.0245301577169117,0.04278439516757396,33000.0,33000.0,7.0,0.0,0
8644,0.0245301577169117,0.04278439516757396,277000.0,278000.0,7.0,83000.0,0
8664,0.0245301577169117,0.04278439516757396,261000.0,269000.0,7.0,80000.0,0
8629,0.0245301577169117,0.04278439516757396,18000.0,18000.0,7.0,5000.0,0
8640,0.0245301577169117,0.04278439516757396,292000.0,296000.0,7.0,89000.0,0
8643,0.0245301577169117,0.04278439516757396,2585000.0,2611000.0,7.0,189000.0,0
8733,0.0245301577169117,0.04278439516757396,1316000.0,1316000.0,7.0,394000.0,0
8707,0.0245301577169117,0.04278439516757396,147000.0,147000.0,7.0,44000.0,0
8618,0.0245301577169117,0.04278439516757396,435000.0,444000.0,7.0,133000.0,0
8615,0.0245301577169117,0.04278439516757396,755000.0,762000.0,7.0,228000.0,0
9435,0.19724558736671377,0.04278439516757396,1045000.0,1091000.0,7.0,218000.0,1
8613,0.0245301577169117,0.04278439516757396,411000.0,419000.0,7.0,125000.0,0
8641,0.0245301577169117,0.04278439516757396,61000.0,62000.0,7.0,0.0,0
8620,0.0245301577169117,0.04278439516757396,1119000.0,1179000.0,7.0,353000.0,0
8651,0.0245301577169117,0.04278439516757396,605000.0,605000.0,7.0,181000.0,0
8707,0.0245301577169117,0.04278439516757396,626000.0,645000.0,7.0,193000.0,0
9352,0.19724558736671377,0.04278439516757396,780000.0,808000.0,7.0,161000.0,0
8709,0.0245301577169117,0.04278439516757396,2697000.0,2730000.0,7.0,383000.0,0
8617,0.0245301577169117,0.04278439516757396,76000.0,76000.0,7.0,22000.0,0
9057,0.19724558736671377,0.04278439516757396,2829000.0,3788000.0,7.0,710000.0,1
8653,0.0245301577169117,0.04278439516757396,282000.0,284000.0,7.0,85000.0,0
8691,0.0245301577169117,0.04278439516757396,8178000.0,8181000.0,7.0,2454000.0,0
8611,0.0245301577169117,0.04278439516757396,3454000.0,3559000.0,7.0,1067000.0,0
8707,0.0245301577169117,0.04278439516757396,352000.0,352000.0,7.0,105000.0,0
8596,0.0245301577169117,0.04278439516757396,437000.0,447000.0,7.0,134000.0,0
8627,0.0245301577169117,0.04278439516757396,363000.0,367000.0,7.0,110000.0,0
8667,0.0245301577169117,0.04278439516757396,2025000.0,2150000.0,7.0,645000.0,0
