id_transaksi,tanggal_pencairan,provinsi,jenis_pinjaman,status_peminjam,jumlah_pinjaman,total_pengembalian,durasi_hari,porsi_pengembalian_lender,sektor_usaha,pendidikan,jenis_jaminan,status_gagal_bayar
29,8634,0.0482321730351642,0.0245301577169117,0.04278439516757396,323000.0,323000.0,7.0,3000.0,0.04716115342803307,0.045720001868287743,0.04595837523907229,0
30,8621,0.04388129891835607,0.0245301577169117,0.04278439516757396,729000.0,752000.0,7.0,225000.0,0.04716115342803307,0.043635290639719,0.04595837523907229,0
31,8620,0.044041535102400095,0.0245301577169117,0.04278439516757396,656000.0,774000.0,7.0,232000.0,0.04234349961644255,0.043635290639719,0.040905129682638354,1
32,8686,0.044041535102400095,0.0245301577169117,0.04278439516757396,547000.0,567000.0,7.0,170000.0,0.047598000426299865,0.043635290639719,0.04833576696034471,0
33,8595,0.04122981544509498,0.0245301577169117,0.04278439516757396,57000.0,57000.0,7.0,17000.0,0.03715700001199793,0.043635290639719,0.04218482976206126,0
35,8634,0.044041535102400095,0.0245301577169117,0.04278439516757396,346000.0,354000.0,7.0,98000.0,0.03715700001199793,0.04457615082993782,0.040905129682638354,0
36,8642,0.0482321730351642,0.0245301577169117,0.04278439516757396,558000.0,562000.0,7.0,120000.0,0.048744479883604086,0.045720001868287743,0.040905129682638354,0
37,8702,0.0482321730351642,0.0245301577169117,0.04278439516757396,1986000.0,2047000.0,7.0,614000.0,0.048744479883604086,0.045720001868287743,0.04833576696034471,0
38,8631,0.044041535102400095,0.0245301577169117,0.04278439516757396,6120000.0,6306000.0,7.0,1892000.0,0.048744479883604086,0.043635290639719,0.04218482976206126,0
39,8674,0.0482321730351642,0.0245301577169117,0.04278439516757396,252000.0,262000.0,7.0,0.0,0.04234349961644255,0.043635290639719,0.04595837523907229,0
40,8705,0.0482321730351642,0.0245301577169117,0.04278439516757396,509000.0,532000.0,7.0,159000.0,0.03715700001199793,0.045720001868287743,0.04595837523907229,0
43,8650,0.04122981544509498,0.0245301577169117,0.04278439516757396,336000.0,336000.0,7.0,100000.0,0.04716115342803307,0.04457615082993782,0.04218482976206126,0
44,8729,0.04388129891835607,0.0245301577169117,0.04278439516757396,1570000.0,1570000.0,7.0,0.0,0.04716115342803307,0.045720001868287743,0.040905129682638354,0
45,8608,0.04388129891835607,0.0245301577169117,0.04278439516757396,518000.0,518000.0,7.0,155000.0,0.048744479883604086,0.043635290639719,0.04833576696034471,0
48,8611,0.0482321730351642,0.0245301577169117,0.04278439516757396,208000.0,211000.0,7.0,63000.0,0.04716115342803307,0.04457615082993782,0.04595837523907229,0
50,8642,0.0482321730351642,0.0245301577169117,0.04278439516757396,491000.0,495000.0,7.0,149000.0,0.03715700001199793,0.045720001868287743,0.04595837523907229,0
51,8695,0.04388129891835607,0.0245301577169117,0.04278439516757396,126000.0,128000.0,7.0,13000.0,0.04716115342803307,0.04457615082993782,0.04218482976206126,0
53,8600,0.0482321730351642,0.0245301577169117,0.04278439516757396,1814000.0,1814000.0,7.0,544000.0,0.042774747625723024,0.043635290639719,0.04218482976206126,0
55,8706,0.044041535102400095,0.0245301577169117,0.04278439516757396,960000.0,960000.0,7.0,0.0,0.042774747625723024,0.043635290639719,0.04833576696034471,0
56,8646,0.04122981544509498,0.0245301577169117,0.04278439516757396,310000.0,310000.0,7.0,0.0,0.042774747625723024,0.043635290639719,0.04595837523907229,0
61,8693,0.04388129891835607,0.0245301577169117,0.04278439516757396,227000.0,229000.0,-1.0,68000.0,0.048744479883604086,0.043635290639719,0.040905129682638354,0
62,8721,0.044041535102400095,0.0245301577169117,0.04278439516757396,1709000.0,1761000.0,7.0,6000.0,0.048744479883604086,0.045720001868287743,0.04218482976206126,0
63,8725,0.04122981544509498,0.0245301577169117,0.04278439516757396,227000.0,227000.0,7.0,68000.0,0.03715700001199793,0.04457615082993782,0.04833576696034471,0
64,8649,0.04122981544509498,0.0245301577169117,0.04278439516757396,800000.0,800000.0,7.0,240000.0,0.048744479883604086,0.045720001868287743,0.04218482976206126,0
65,8595,0.04388129891835607,0.0245301577169117,0.04278439516757396,365000.0,365000.0,7.0,109000.0,0.03715700001199793,0.043635290639719,0.04218482976206126,0
67,8662,0.04122981544509498,0.0245301577169117,0.04278439516757396,627000.0,634000.0,7.0,190000.0,0.03715700001199793,0.04457615082993782,0.04833576696034471,0
68,8660,0.04388129891835607,0.0245301577169117,0.04278439516757396,577000.0,598000.0,7.0,0.0,0.04716115342803307,0.04457615082993782,0.04595837523907229,0
69,8663,0.04388129891835607,0.0245301577169117,0.04278439516757396,5376000.0,5740000.0,7.0,0.0,0.04234349961644255,0.04457615082993782,0.04595837523907229,0
70,8671,0.044041535102400095,0.0245301577169117,0.04278439516757396,812000.0,837000.0,7.0,251000.0,0.04234349961644255,0.04239647201789136,0.040905129682638354,0
72,8639,0.044041535102400095,0.0245301577169117,0.04278439516757396,194000.0,198000.0,7.0,59000.0,0.042774747625723024,0.043635290639719,0.040905129682638354,0
73,8650,0.04122981544509498,0.0245301577169117,0.04278439516757396,291000.0,291000.0,7.0,87000.0,0.04716115342803307,0.045720001868287743,0.04595837523907229,0
74,8642,0.04122981544509498,0.0245301577169117,0.04278439516757396,132000.0,132000.0,7.0,39000.0,0.048744479883604086,0.043635290639719,0.040905129682638354,0
76,8630,0.04122981544509498,0.0245301577169117,0.04278439516757396,1250000.0,1289000.0,7.0,81000.0,0.042774747625723024,0.04457615082993782,0.040905129682638354,0
77,8679,0.04388129891835607,0.0245301577169117,0.04278439516757396,263000.0,263000.0,7.0,79000.0,0.042774747625723024,0.043635290639719,0.04218482976206126,0
79,8711,0.04388129891835607,0.0245301577169117,0.04278439516757396,630000.0,630000.0,7.0,189000.0,0.047598000426299865,0.045720001868287743,0.04595837523907229,0
80,8639,0.04122981544509498,0.0245301577169117,0.04278439516757396,2125000.0,2125000.0,7.0,0.0,0.048744479883604086,0.043635290639719,0.040905129682638354,0
81,8635,0.04388129891835607,0.0245301577169117,0.04278439516757396,1608000.0,2199000.0,7.0,659000.0,0.04716115342803307,0.045720001868287743,0.040905129682638354,1
82,8652,0.04388129891835607,0.0245301577169117,0.04278439516757396,601000.0,620000.0,7.0,84000.0,0.03715700001199793,0.043635290639719,0.04833576696034471,0
83,9321,0.04388129891835607,0.19724558736671377,0.04278439516757396,534000.0,553000.0,7.0,110000.0,0.047598000426299865,0.043635290639719,0.04833576696034471,0
84,8594,0.04122981544509498,0.0245301577169117,0.04278439516757396,1959000.0,2011000.0,7.0,603000.0,0.04234349961644255,0.04457615082993782,0.040905129682638354,0
85,8620,0.04388129891835607,0.0245301577169117,0.04278439516757396,8462000.0,8719000.0,7.0,2615000.0,0.04234349961644255,0.043635290639719,0.04833576696034471,0
86,8593,0.044041535102400095,0.0245301577169117,0.04278439516757396,599000.0,599000.0,7.0,299000.0,0.03715700001199793,0.043635290639719,0.040905129682638354,0
90,8663,0.04388129891835607,0.0245301577169117,0.04278439516757396,275000.0,275000.0,7.0,0.0,0.04234349961644255,0.04457615082993782,0.04218482976206126,0
91,8597,0.0482321730351642,0.0245301577169117,0.04278439516757396,421000.0,427000.0,7.0,128000.0,0.03715700001199793,0.043635290639719,0.04595837523907229,0
94,8700,0.0482321730351642,0.0245301577169117,0.04278439516757396,416000.0,419000.0,7.0,125000.0,0.03715700001199793,0.043635290639719,0.04218482976206126,0
96,8646,0.04388129891835607,0.0245301577169117,0.04278439516757396,2456000.0,2531000.0,7.0,759000.0,0.047598000426299865,0.045720001868287743,0.04833576696034471,0
97,8685,0.044041535102400095,0.0245301577169117,0.04278439516757396,23000.0,23000.0,7.0,0.0,0.047598000426299865,0.045720001868287743,0.04218482976206126,0
98,8707,0.04388129891835607,0.0245301577169117,0.04278439516757396,1793000.0,1793000.0,7.0,0.0,0.03715700001199793,0.045720001868287743,0.04218482976206126,0
99,8693,0.044041535102400095,0.0245301577169117,0.04278439516757396,304000.0,313000.0,7.0,94000.0,0.048744479883604086,0.043635290639719,0.04595837523907229,0
100,9447,0.0482321730351642,0.19724558736671377,0.04278439516757396,824000.0,853000.0,7.0,142000.0,0.04716115342803307,0.04457615082993782,0.04218482976206126,0
102,8711,0.044041535102400095,0.0245301577169117,0.04278439516757396,3447000.0,3551000.0,7.0,1065000.0,0.04716115342803307,0.043635290639719,0.04595837523907229,0
103,8656,0.04388129891835607,0.0245301577169117,0.04278439516757396,555000.0,555000.0,7.0,0.0,0.042774747625723024,0.043635290639719,0.04218482976206126,0
104,8632,0.044041535102400095,0.0245301577169117,0.04278439516757396,27000.0,29000.0,7.0,8000.0,0.04234349961644255,0.043635290639719,0.04218482976206126,0
108,8627,0.044041535102400095,0.0245301577169117,0.04278439516757396,283000.0,283000.0,7.0,85000.0,0.04716115342803307,0.045720001868287743,0.04833576696034471,0
109,8722,0.0482321730351642,0.0245301577169117,0.04278439516757396,52000.0,52000.0,7.0,15000.0,0.042774747625723024,0.043635290639719,0.04833576696034471,0
110,8644,0.04122981544509498,0.0245301577169117,0.04278439516757396,260000.0,260000.0,7.0,0.0,0.03715700001199793,0.043635290639719,0.040905129682638354,0
111,8616,0.0482321730351642,0.0245301577169117,0.04278439516757396,3685000.0,3685000.0,7.0,1105000.0,0.04234349961644255,0.043635290639719,0.04218482976206126,0
113,8636,0.044041535102400095,0.0245301577169117,0.04278439516757396,11524000.0,11668000.0,7.0,3500000.0,0.042774747625723024,0.043635290639719,0.04218482976206126,0
115,8657,0.04388129891835607,0.0245301577169117,0.04278439516757396,91000.0,94000.0,7.0,28000.0,0.04716115342803307,0.04457615082993782,0.04595837523907229,0
117,8595,0.04388129891835607,0.0245301577169117,0.04278439516757396,508000.0,508000.0,7.0,152000.0,0.04716115342803307,0.045720001868287743,0.04218482976206126,0
119,8715,0.04388129891835607,0.0245301577169117,0.04278439516757396,470000.0,486000.0,7.0,0.0,0.04716115342803307,0.043635290639719,0.04218482976206126,0
120,8698,0.044041535102400095,0.0245301577169117,0.04278439516757396,180000.0,183000.0,7.0,54000.0,0.048744479883604086,0.04457615082993782,0.04218482976206126,0
121,8718,0.04388129891835607,0.0245301577169117,0.04278439516757396,1363000.0,1404000.0,7.0,421000.0,0.042774747625723024,0.045720001868287743,0.040905129682638354,0
122,8651,0.04388129891835607,0.0245301577169117,0.04278439516757396,3553000.0,3553000.0,7.0,1065000.0,0.04234349961644255,0.04457615082993782,0.04595837523907229,0
123,8660,0.044041535102400095,0.0245301577169117,0.04278439516757396,353000.0,364000.0,7.0,0.0,0.048744479883604086,0.04457615082993782,0.040905129682638354,0
124,8628,0.044041535102400095,0.0245301577169117,0.04278439516757396,286000.0,286000.0,7.0,86000.0,0.047598000426299865,0.045720001868287743,0.040905129682638354,0
125,8695,0.044041535102400095,0.0245301577169117,0.04278439516757396,5917000.0,5952000.0,7.0,1785000.0,0.047598000426299865,0.043635290639719,0.040905129682638354,0
126,8632,0.04122981544509498,0.0245301577169117,0.04278439516757396,111000.0,115000.0,7.0,34000.0,0.04234349961644255,0.04239647201789136,0.04218482976206126,0
127,8733,0.04388129891835607,0.20158321137682253,0.04278439516757396,2829000.0,2983000.0,14.0,397000.0,0.048744479883604086,0.043635290639719,0.04833576696034471,0
129,8691,0.044041535102400095,0.0245301577169117,0.04278439516757396,515000.0,515000.0,7.0,0.0,0.03715700001199793,0.04457615082993782,0.040905129682638354,0
130,8634,0.044041535102400095,0.0245301577169117,0.04278439516757396,451000.0,454000.0,7.0,80000.0,0.04234349961644255,0.043635290639719,0.040905129682638354,0
131,8597,0.0482321730351642,0.0245301577169117,0.04278439516757396,597000.0,613000.0,7.0,184000.0,0.04234349961644255,0.04457615082993782,0.04833576696034471,0
132,8706,0.04122981544509498,0.0245301577169117,0.04278439516757396,187000.0,194000.0,7.0,58000.0,0.04716115342803307,0.045720001868287743,0.04595837523907229,0
133,8664,0.04388129891835607,0.0245301577169117,0.04278439516757396,124000.0,124000.0,7.0,37000.0,0.03715700001199793,0.04457615082993782,0.04218482976206126,0
137,8653,0.0482321730351642,0.0245301577169117,0.04278439516757396,564000.0,580000.0,7.0,174000.0,0.04234349961644255,0.043635290639719,0.04218482976206126,0
138,8688,0.04122981544509498,0.0245301577169117,0.04278439516757396,1281000.0,1281000.0,7.0,1000.0,0.03715700001199793,0.045720001868287743,0.040905129682638354,0
139,8676,0.04388129891835607,0.0245301577169117,0.04278439516757396,46000.0,46000.0,7.0,0.0,0.04234349961644255,0.043635290639719,0.04218482976206126,0
141,8606,0.04122981544509498,0.0245301577169117,0.04278439516757396,11724000.0,11724000.0,7.0,3517000.0,0.047598000426299865,0.043635290639719,0.040905129682638354,0
144,8659,0.04122981544509498,0.0245301577169117,0.04278439516757396,5395000.0,5560000.0,7.0,57000.0,0.047598000426299865,0.04457615082993782,0.040905129682638354,0
145,8658,0.044041535102400095,0.0245301577169117,0.04278439516757396,909000.0,909000.0,7.0,0.0,0.04716115342803307,0.043635290639719,0.040905129682638354,0
146,8634,0.044041535102400095,0.0245301577169117,0.04278439516757396,524000.0,524000.0,7.0,87000.0,0.042774747625723024,0.043635290639719,0.04218482976206126,0
147,8646,0.04388129891835607,0.0245301577169117,0.04278439516757396,340000.0,350000.0,7.0,105000.0,0.048744479883604086,0.04457615082993782,0.04833576696034471,0
148,8646,0.0482321730351642,0.0245301577169117,0.04278439516757396,219000.0,224000.0,7.0,0.0,0.048744479883604086,0.04457615082993782,0.040905129682638354,0
149,8694,0.04122981544509498,0.0245301577169117,0.04278439516757396,1799000.0,1821000.0,7.0,546000.0,0.047598000426299865,0.045720001868287743,0.04595837523907229,0
150,8655,0.04122981544509498,0.0245301577169117,0.04278439516757396,269000.0,272000.0,7.0,0.0,0.047598000426299865,0.043635290639719,0.04595837523907229,0
151,8659,0.04388129891835607,0.0245301577169117,0.04278439516757396,216000.0,226000.0,7.0,0.0,0.048744479883604086,0.04457615082993782,0.04218482976206126,0
152,8603,0.044041535102400095,0.0245301577169117,0.04278439516757396,279000.0,279000.0,7.0,83000.0,0.03715700001199793,0.043635290639719,0.04833576696034471,0
153,8618,0.044041535102400095,0.0245301577169117,0.04278439516757396,47000.0,49000.0,7.0,15000.0,0.03715700001199793,0.043635290639719,0.04218482976206126,0
154,8652,0.04388129891835607,0.0245301577169117,0.04278439516757396,721000.0,721000.0,7.0,216000.0,0.03715700001199793,0.045720001868287743,0.040905129682638354,0
155,8643,0.0482321730351642,0.0245301577169117,0.04278439516757396,561000.0,561000.0,7.0,157000.0,0.047598000426299865,0.043635290639719,0.04833576696034471,0
156,8690,0.0482321730351642,0.0245301577169117,0.04278439516757396,2758000.0,2835000.0,7.0,850000.0,0.047598000426299865,0.043635290639719,0.04833576696034471,0
157,8637,0.0482321730351642,0.0245301577169117,0.04278439516757396,377000.0,377000.0,7.0,0.0,0.042774747625723024,0.04457615082993782,0.04833576696034471,0
159,8616,0.0482321730351642,0.0245301577169117,0.04278439516757396,244000.0,251000.0,7.0,75000.0,0.03715700001199793,0.04457615082993782,0.04595837523907229,0
160,8607,0.04122981544509498,0.0245301577169117,0.04278439516757396,656000.0,656000.0,7.0,196000.0,0.04716115342803307,0.043635290639719,0.040905129682638354,0
161,8678,0.044041535102400095,0.0245301577169117,0.04278439516757396,503000.0,503000.0,7.0,27000.0,0.047598000426299865,0.043635290639719,0.04833576696034471,0
162,8663,0.044041535102400095,0.0245301577169117,0.04278439516757396,2032000.0,2095000.0,7.0,0.0,0.03715700001199793,0.045720001868287743,0.04595837523907229,0
163,8634,0.04122981544509498,0.0245301577169117,0.04278439516757396,1408000.0,1408000.0,7.0,0.0,0.03715700001199793,0.04239647201789136,0.04595837523907229,0
164,8678,0.04388129891835607,0.0245301577169117,0.04278439516757396,5502000.0,5502000.0,7.0,1650000.0,0.042774747625723024,0.045720001868287743,0.04595837523907229,0
167,8616,0.04122981544509498,0.0245301577169117,0.04278439516757396,320000.0,322000.0,7.0,96000.0,0.048744479883604086,0.04239647201789136,0.04595837523907229,0
168,8645,0.04388129891835607,0.0245301577169117,0.04278439516757396,1854000.0,1876000.0,7.0,198000.0,0.048744479883604086,0.043635290639719,0.04218482976206126,0
170,8659,0.0482321730351642,0.0245301577169117,0.04278439516757396,764000.0,788000.0,7.0,13000.0,0.04234349961644255,0.043635290639719,0.040905129682638354,0
171,8604,0.04122981544509498,0.0245301577169117,0.04278439516757396,1566000.0,1566000.0,7.0,469000.0,0.048744479883604086,0.04457615082993782,0.040905129682638354,0
172,8722,0.04388129891835607,0.0245301577169117,0.04278439516757396,103000.0,107000.0,7.0,32000.0,0.04716115342803307,0.043635290639719,0.04595837523907229,0
173,8672,0.04388129891835607,0.0245301577169117,0.04278439516757396,861000.0,869000.0,7.0,260000.0,0.04234349961644255,0.043635290639719,0.04218482976206126,0
174,8617,0.04122981544509498,0.0245301577169117,0.04278439516757396,547000.0,547000.0,7.0,164000.0,0.03715700001199793,0.043635290639719,0.040905129682638354,0
175,8622,0.044041535102400095,0.0245301577169117,0.04278439516757396,1068000.0,1068000.0,7.0,320000.0,0.042774747625723024,0.043635290639719,0.04833576696034471,0
176,8700,0.0482321730351642,0.0245301577169117,0.04278439516757396,107000.0,111000.0,7.0,33000.0,0.03715700001199793,0.045720001868287743,0.04595837523907229,0
177,8723,0.04122981544509498,0.0245301577169117,0.04278439516757396,395000.0,399000.0,7.0,119000.0,0.048744479883604086,0.043635290639719,0.04218482976206126,0
178,8705,0.0482321730351642,0.0245301577169117,0.04278439516757396,266000.0,268000.0,7.0,80000.0,0.048744479883604086,0.043635290639719,0.04833576696034471,0
179,8708,0.04122981544509498,0.0245301577169117,0.04278439516757396,271000.0,271000.0,7.0,81000.0,0.042774747625723024,0.043635290639719,0.04595837523907229,0
180,8658,0.04122981544509498,0.0245301577169117,0.04278439516757396,378000.0,378000.0,7.0,113000.0,0.048744479883604086,0.045720001868287743,0.04833576696034471,0
181,8665,0.04388129891835607,0.0245301577169117,0.04278439516757396,1145000.0,1166000.0,7.0,86000.0,0.047598000426299865,0.043635290639719,0.040905129682638354,0
182,8694,0.044041535102400095,0.0245301577169117,0.04278439516757396,32000.0,32000.0,7.0,9000.0,0.048744479883604086,0.045720001868287743,0.040905129682638354,0
183,8643,0.04122981544509498,0.0245301577169117,0.04278439516757396,794000.0,803000.0,7.0,63000.0,0.047598000426299865,0.043635290639719,0.04218482976206126,0
184,9310,0.04122981544509498,0.19724558736671377,0.04278439516757396,488000.0,505000.0,7.0,168000.0,0.048744479883604086,0.043635290639719,0.04218482976206126,0
185,8645,0.044041535102400095,0.0245301577169117,0.04278439516757396,82000.0,82000.0,7.0,24000.0,0.047598000426299865,0.04457615082993782,0.04833576696034471,0
186,8718,0.044041535102400095,0.0245301577169117,0.04278439516757396,546000.0,561000.0,7.0,168000.0,0.03715700001199793,0.04457615082993782,0.04595837523907229,0
187,8678,0.0482321730351642,0.0245301577169117,0.04278439516757396,1790000.0,1801000.0,7.0,540000.0,0.04716115342803307,0.043635290639719,0.04218482976206126,0
190,8691,0.04388129891835607,0.0245301577169117,0.04278439516757396,55000.0,58000.0,7.0,17000.0,0.042774747625723024,0.04457615082993782,0.04218482976206126,0
191,8719,0.04388129891835607,0.0245301577169117,0.04278439516757396,990000.0,996000.0,7.0,299000.0,0.03715700001199793,0.045720001868287743,0.040905129682638354,0
192,8680,0.044041535102400095,0.0245301577169117,0.04278439516757396,419000.0,425000.0,7.0,127000.0,0.048744479883604086,0.04457615082993782,0.04218482976206126,0
194,9314,0.044041535102400095,0.19724558736671377,0.04278439516757396,640000.0,662000.0,7.0,132000.0,0.04716115342803307,0.043635290639719,0.04595837523907229,0
195,8618,0.0482321730351642,0.0245301577169117,0.04278439516757396,764000.0,764000.0,7.0,229000.0,0.047598000426299865,0.045720001868287743,0.04595837523907229,0
197,8617,0.04388129891835607,0.0245301577169117,0.04278439516757396,1302000.0,1342000.0,7.0,402000.0,0.03715700001199793,0.043635290639719,0.040905129682638354,0
198,8653,0.04122981544509498,0.0245301577169117,0.04278439516757396,1044000.0,1073000.0,7.0,0.0,0.042774747625723024,0.043635290639719,0.04218482976206126,0
199,8628,0.044041535102400095,0.0245301577169117,0.04278439516757396,448000.0,448000.0,7.0,134000.0,0.048744479883604086,0.04457615082993782,0.04595837523907229,0
200,8667,0.0482321730351642,0.0245301577169117,0.04278439516757396,1489000.0,1535000.0,7.0,0.0,0.047598000426299865,0.04457615082993782,0.04833576696034471,0
201,8624,0.044041535102400095,0.0245301577169117,0.04278439516757396,151000.0,156000.0,7.0,47000.0,0.042774747625723024,0.04239647201789136,0.04595837523907229,0
202,8637,0.044041535102400095,0.0245301577169117,0.04278439516757396,148000.0,231000.0,7.0,69000.0,0.048744479883604086,0.04457615082993782,0.04595837523907229,1
203,8667,0.04122981544509498,0.0245301577169117,0.04278439516757396,5308000.0,5308000.0,7.0,1592000.0,0.047598000426299865,0.04457615082993782,0.040905129682638354,0
204,8602,0.04388129891835607,0.0245301577169117,0.04278439516757396,268000.0,268000.0,7.0,80000.0,0.048744479883604086,0.04457615082993782,0.040905129682638354,0
205,8699,0.044041535102400095,0.0245301577169117,0.04278439516757396,618000.0,622000.0,7.0,0.0,0.04234349961644255,0.043635290639719,0.04218482976206126,0
206,8723,0.044041535102400095,0.0245301577169117,0.04278439516757396,1422000.0,1466000.0,7.0,68000.0,0.048744479883604086,0.04239647201789136,0.04833576696034471,0
207,8730,0.0482321730351642,0.0245301577169117,0.04278439516757396,1002000.0,1005000.0,7.0,184000.0,0.04234349961644255,0.045720001868287743,0.04833576696034471,0
208,9363,0.04388129891835607,0.19724558736671377,0.04278439516757396,703000.0,728000.0,7.0,145000.0,0.042774747625723024,0.045720001868287743,0.040905129682638354,0
209,8673,0.044041535102400095,0.0245301577169117,0.04278439516757396,176000.0,282000.0,7.0,61000.0,0.04716115342803307,0.04457615082993782,0.04218482976206126,1
211,8663,0.04122981544509498,0.0245301577169117,0.04278439516757396,2431000.0,2431000.0,7.0,0.0,0.048744479883604086,0.04457615082993782,0.04833576696034471,0
212,8628,0.0482321730351642,0.0245301577169117,0.04278439516757396,1304000.0,1311000.0,7.0,393000.0,0.047598000426299865,0.045720001868287743,0.04595837523907229,0
213,8602,0.0482321730351642,0.0245301577169117,0.04278439516757396,667000.0,667000.0,7.0,200000.0,0.03715700001199793,0.045720001868287743,0.04833576696034471,0
214,8467,0.0482321730351642,0.20158321137682253,0.04278439516757396,590000.0,622000.0,7.0,99000.0,0.03715700001199793,0.04457615082993782,0.04595837523907229,0
216,8511,0.04388129891835607,0.20158321137682253,0.04278439516757396,1681000.0,1779000.0,14.0,284000.0,0.03715700001199793,0.04239647201789136,0.04595837523907229,0
217,8613,0.044041535102400095,0.0245301577169117,0.04278439516757396,872000.0,872000.0,7.0,261000.0,0.03715700001199793,0.043635290639719,0.04833576696034471,0
218,8729,0.04388129891835607,0.0245301577169117,0.04278439516757396,1272000.0,1278000.0,7.0,74000.0,0.047598000426299865,0.043635290639719,0.04218482976206126,0
219,8630,0.0482321730351642,0.0245301577169117,0.04278439516757396,321000.0,330000.0,7.0,99000.0,0.048744479883604086,0.045720001868287743,0.040905129682638354,0
220,8709,0.04388129891835607,0.0245301577169117,0.04278439516757396,193000.0,210000.0,7.0,63000.0,0.047598000426299865,0.043635290639719,0.04833576696034471,1
221,8609,0.04388129891835607,0.0245301577169117,0.04278439516757396,3603000.0,3603000.0,7.0,1081000.0,0.03715700001199793,0.04239647201789136,0.040905129682638354,0
222,8711,0.04122981544509498,0.0245301577169117,0.04278439516757396,6639000.0,6841000.0,7.0,2052000.0,0.047598000426299865,0.04457615082993782,0.04833576696034471,0
